pH,Chlorine,Turbidity,Conductivity,Alkalinity,Temperature,Colour,pH
6.18,1.95,0.104,55.9,7.2,16.7,26.0,6.18
6.2,2.0,0.114,55.4,7.0,16.5,29.0,6.2
5.59,1.99,0.081,54.8,6.9,16.4,30.0,5.59
6.64,2.05,0.103,61.8,6.7,16.3,31.0,6.64
6.115,2.02,0.092,58.3,6.75,16.25,30.5,6.115
6.39,1.84,0.077,60.8,6.8,16.2,29.0,6.39
6.47,1.72,0.084,63.4,6.4,16.3,31.0,6.47
6.22,1.64,0.073,53.6,6.7,15.0,32.0,6.22
6.27,1.77,0.079,54.4,6.9,14.8,32.0,6.27
7.05,1.64,0.089,55.3,6.7,15.0,31.0,7.05
6.63,1.79,0.106,55.7,6.9,14.2,25.0,6.63
6.84,1.7149999999999999,0.0975,55.5,6.800000000000001,14.0,28.0,6.84
6.11,1.96,0.128,62.4,6.7,13.8,33.0,6.11
6.59,1.95,0.117,55.0,6.9,14.5,32.0,6.59
6.49,1.96,0.122,55.3,6.6,14.3,35.0,6.49
6.56,2.03,0.099,50.4,7.1,13.5,36.0,6.56
6.44,2.14,0.088,52.6,6.9,13.5,31.0,6.44
6.31,2.16,0.123,55.4,5.7,13.4,31.0,6.31
6.375,2.1500000000000004,0.1055,54.0,5.75,13.350000000000001,31.0,6.375
6.45,2.05,0.085,55.8,5.8,13.3,30.0,6.45
6.67,1.98,0.098,51.1,5.9,12.6,27.0,6.67
6.5600000000000005,2.0149999999999997,0.0915,53.45,5.95,12.55,28.5,6.5600000000000005
6.4,2.46,0.106,52.0,6.0,12.5,21.0,6.4
5.74,2.27,0.157,52.4,6.2,11.8,22.0,5.74
6.74,1.99,0.193,54.2,5.9,12.0,23.0,6.74
6.24,2.13,0.175,53.3,5.65,6.95,22.5,6.24
6.31,1.92,0.207,53.0,5.4,1.9,30.0,6.31
6.24,1.92,0.197,54.8,5.0,11.8,32.0,6.24
6.09,1.98,0.146,57.2,6.2,12.8,33.0,6.09
6.26,2.02,0.85,56.2,6.9,12.4,33.0,6.26
6.39,2.03,0.086,56.1,6.7,12.4,23.0,6.39
6.58,1.99,0.116,55.0,6.9,12.2,24.0,6.58
6.484999999999999,2.01,0.101,55.55,6.800000000000001,11.85,23.5,6.484999999999999
6.31,1.97,0.114,50.2,6.7,11.5,23.0,6.31
6.42,1.68,0.091,47.0,5.7,11.0,24.0,6.42
6.4,1.87,0.137,53.2,6.2,11.1,19.0,6.4
6.56,1.75,0.1,59.0,6.0,11.4,19.0,6.56
6.42,1.63,0.196,52.2,5.7,11.0,23.0,6.42
6.4,1.63,0.221,55.9,5.4,10.9,27.0,6.4
6.41,1.63,0.20850000000000002,54.05,4.95,11.45,25.0,6.41
6.36,1.8,0.273,50.3,4.5,12.0,20.0,6.36
6.54,1.84,0.354,57.3,4.6,11.3,22.0,6.54
6.49,1.77,0.337,58.1,4.8,11.3,20.0,6.49
6.37,1.69,0.421,60.8,5.1,11.3,21.0,6.37
6.43,1.73,0.379,59.45,5.5,11.3,20.5,6.43
5.92,1.66,0.459,58.2,5.9,11.3,40.0,5.92
6.175,1.6949999999999998,0.41900000000000004,58.825,5.800000000000001,11.3,30.25,6.175
6.24,1.64,0.42,58.7,5.7,9.0,48.0,6.24
6.2075,1.6675,0.4195,58.7625,6.300000000000001,8.65,39.125,6.2075
6.31,1.78,0.211,58.8,6.9,8.3,34.0,6.31
6.19,1.73,0.215,59.8,6.8,8.8,32.0,6.19
6.48,1.76,0.252,52.2,5.9,8.4,36.0,6.48
6.56,1.65,0.222,57.2,6.1,8.2,34.0,6.56
6.52,1.705,0.237,54.7,6.4,8.05,35.0,6.52
6.36,1.71,0.238,53.6,6.7,7.9,36.0,6.36
6.4399999999999995,1.7075,0.2375,54.150000000000006,6.550000000000001,7.65,35.5,6.4399999999999995
6.6,1.6,0.296,59.6,6.4,7.4,48.0,6.6
6.45,1.63,0.334,54.4,6.6,7.2,44.0,6.45
6.39,1.56,0.401,56.0,6.8,7.2,47.0,6.39
6.24,1.67,0.344,55.4,5.1,7.1,44.0,6.24
6.3149999999999995,1.615,0.3725,55.7,5.9,6.85,45.5,6.3149999999999995
6.97,1.79,0.475,58.7,6.7,6.6,65.0,6.97
6.31,1.65,0.46,56.8,5.8,6.3,51.0,6.31
6.58,1.56,0.534,57.4,6.2,5.8,47.0,6.58
6.39,1.57,0.29,58.6,6.0,5.7,43.0,6.39
6.2,1.58,0.412,58.6,6.2,5.6,45.0,6.2
6.51,1.62,0.394,53.4,6.4,5.4,44.0,6.51
6.355,1.6,0.403,56.0,5.65,4.9,44.5,6.355
6.01,1.48,0.433,50.7,4.9,4.4,42.0,6.01
6.14,1.43,0.54,52.8,5.1,5.3,50.0,6.14
6.21,1.41,0.457,57.0,6.1,4.2,44.0,6.21
6.02,1.53,0.308,61.4,6.9,3.6,60.0,6.02
6.44,1.77,0.617,59.0,5.6,3.4,55.0,6.44
6.51,2.0,0.114,50.5,5.8,3.4,49.0,6.51
6.475,1.885,0.3655,54.75,5.25,3.65,52.0,6.475
6.26,2.01,0.1,50.4,4.7,3.9,51.0,6.26
6.33,1.93,0.379,53.6,5.6,3.8,59.0,6.33
6.08,1.78,0.449,58.3,6.1,3.6,48.0,6.08
5.98,1.77,0.464,59.2,5.9,3.5,47.0,5.98
5.94,1.8,0.561,60.4,6.2,3.5,52.0,5.94
6.04,1.8,0.314,59.4,6.4,3.4,50.0,6.04
5.99,1.8,0.4375,59.9,6.4,3.4,51.0,5.99
6.41,1.86,0.761,58.6,6.4,3.4,57.0,6.41
6.12,1.88,0.39,59.5,8.4,3.4,44.0,6.12
6.14,1.94,0.297,60.8,7.9,3.3,41.0,6.14
6.1,1.88,0.387,55.8,6.9,3.5,52.0,6.1
6.21,1.88,0.294,54.2,7.0,3.6,50.0,6.21
6.19,1.92,0.197,60.4,6.8,3.7,52.0,6.19
6.2,1.9,0.2455,57.3,6.9,3.6500000000000004,51.0,6.2
6.11,2.01,0.174,59.9,7.0,3.6,53.0,6.11
5.99,2.06,0.173,61.0,5.4,3.7,50.0,5.99
6.050000000000001,2.035,0.1735,60.45,6.1,3.8,51.5,6.050000000000001
6.34,2.02,0.203,62.2,6.8,3.9,51.0,6.34
5.95,1.98,0.394,79.6,6.3,3.8,46.0,5.95
5.93,1.71,0.368,93.5,6.5,3.8,44.0,5.93
5.9399999999999995,1.845,0.381,86.55,5.95,3.8499999999999996,45.0,5.9399999999999995
6.2,1.61,0.65,68.6,5.4,3.9,46.0,6.2
5.97,1.68,0.878,70.8,6.0,3.8,54.0,5.97
6.08,1.58,1.123,78.5,6.2,3.9,45.0,6.08
6.14,1.79,0.545,79.2,6.9,3.8,45.0,6.14
6.19,1.86,0.939,74.2,3.7,3.7,44.0,6.19
6.14,1.88,0.155,71.2,6.4,3.7,46.0,6.14
6.165,1.87,0.5469999999999999,72.7,5.4,3.6500000000000004,45.0,6.165
6.46,1.79,0.837,81.2,4.4,3.6,43.0,6.46
6.11,1.95,0.519,68.3,5.2,3.8,44.0,6.11
6.09,1.85,0.167,60.8,6.0,3.7,43.0,6.09
6.1,1.9,0.343,64.55,6.35,3.6500000000000004,43.5,6.1
6.22,1.84,1.124,74.2,6.7,3.6,52.0,6.22
6.03,1.85,1.134,70.2,6.2,3.6,50.0,6.03
6.125,1.8450000000000002,1.129,72.2,6.1,3.6500000000000004,51.0,6.125
6.01,1.82,1.04,56.6,6.0,3.7,45.0,6.01
6.11,1.73,0.867,59.8,4.7,3.6,41.0,6.11
5.82,1.79,0.829,65.8,5.9,3.6,40.0,5.82
7.3,1.83,0.176,60.0,6.2,3.5,43.0,7.3
7.28,1.78,0.311,63.0,4.8,3.7,39.0,7.28
7.29,1.8050000000000002,0.2435,61.5,5.5,3.6,41.0,7.29
7.285,1.7925,0.27725,62.25,5.15,3.6500000000000004,40.0,7.285
6.76,1.63,0.561,54.8,6.7,3.7,40.0,6.76
7.64,1.72,0.118,59.2,6.8,4.0,40.0,7.64
7.07,1.71,0.723,66.0,6.7,3.8,39.0,7.07
7.41,1.7,0.255,61.1,9.1,3.7,38.0,7.41
7.07,1.71,0.331,62.2,8.4,3.6,35.0,7.07
6.95,1.73,0.29300000000000004,67.4,7.4,3.8,40.0,6.95
6.955,1.725,0.31200000000000006,65.30000000000001,6.95,3.65,39.0,6.955
6.96,1.72,0.805,63.2,6.5,3.5,38.0,6.96
7.11,1.73,0.753,66.7,10.0,3.5,37.0,7.11
7.18,1.73,0.479,65.6,9.1,3.4,40.0,7.18
6.9,1.73,0.238,67.2,9.2,3.4,36.0,6.9
6.82,1.73,0.299,58.7,7.6499999999999995,3.75,38.0,6.82
5.27,1.72,0.247,50.2,6.1,4.1,38.0,5.27
6.295,1.72,0.33299999999999996,53.3,6.25,4.1,37.5,6.295
7.32,1.71,0.419,56.4,6.4,4.1,37.0,7.32
7.62,1.61,0.344,58.0,6.9,4.1,41.0,7.62
6.67,1.58,0.396,56.8,6.6,3.7,42.0,6.67
7.73,1.54,0.476,58.0,6.5,3.6,37.0,7.73
7.49,1.48,0.506,60.9,6.4,3.5,36.0,7.49
7.17,1.8,0.442,62.8,8.2,3.4,34.0,7.17
7.07,1.81,0.5275,62.599999999999994,7.55,3.45,33.0,7.07
6.97,1.82,0.613,62.4,6.9,3.5,32.0,6.97
6.82,1.84,6.82,66.4,7.0,3.7,33.0,6.82
6.85,1.7349999999999999,3.817,65.15,7.6,3.7,37.0,6.85
6.88,1.63,0.814,63.9,8.2,3.7,41.0,6.88
6.97,1.76,0.661,61.8,7.7,3.6,31.0,6.97
7.07,1.69,0.649,62.0,5.9,3.6,34.0,7.07
6.995,1.595,0.8485,61.3,7.3500000000000005,3.55,35.5,6.995
6.92,1.5,1.048,60.6,8.8,3.5,37.0,6.92
6.82,1.54,0.909,62.0,8.2,3.6,38.0,6.82
6.97,1.72,0.561,64.2,7.7,3.5,35.0,6.97
6.91,1.67,0.496,66.7,6.2,3.6,38.0,6.91
6.64,1.68,0.492,61.0,6.4,3.7,40.0,6.64
6.24,1.65,0.604,61.8,6.0,3.8,41.0,6.24
7.005,1.65,0.6325000000000001,62.3,5.95,3.75,42.5,7.005
7.77,1.65,0.661,62.8,5.9,3.7,44.0,7.77
7.387499999999999,1.65,0.64675,62.55,5.925000000000001,3.725,43.25,7.387499999999999
7.578749999999999,1.65,0.653875,62.675,5.9125000000000005,3.7125000000000004,43.625,7.578749999999999
7.69,1.62,7.69,60.0,6.2,3.5,41.0,7.69
7.67,1.63,0.622,60.0,6.0,3.4,32.0,7.67
7.77,1.65,0.463,62.0,6.4,3.4,32.0,7.77
6.9,1.56,0.639,64.6,6.0,3.3,38.0,6.9
6.96,1.71,0.838,63.2,6.7,3.6,34.0,6.96
6.68,1.65,0.756,63.4,5.9,3.4,34.0,6.68
6.71,1.63,0.819,63.5,6.9,3.3,37.0,6.71
6.74,1.61,0.882,63.6,7.9,3.2,40.0,6.74
6.78,1.59,0.674,60.8,6.9,3.3,37.0,6.78
6.94,1.62,0.647,58.4,7.1,3.2,40.0,6.94
6.855,1.59,0.7355,60.9,7.35,3.1500000000000004,40.0,6.855
6.77,1.56,0.824,63.4,7.6,3.1,40.0,6.77
6.83,1.58,0.745,64.4,7.4,3.2,42.0,6.83
6.9,1.56,0.772,64.6,6.2,3.2,38.0,6.9
6.85,1.56,0.754,60.1,5.8,3.2,41.0,6.85
6.7,1.62,0.683,61.8,6.0,3.1,41.0,6.7
6.7,1.62,0.683,61.8,6.4,3.1,41.0,6.7
6.7,1.62,0.683,61.8,6.2,3.1,41.0,6.7
6.7,1.62,0.683,61.8,6.300000000000001,3.1,41.0,6.7
7.51,1.6,0.65,64.7,6.5,3.0,38.0,7.51
7.54,1.6,0.582,63.4,6.2,3.0,42.0,7.54
7.6,1.6,0.646,66.0,6.0,3.0,36.0,7.6
6.5,1.57,0.632,64.4,5.9,3.0,36.0,6.5
6.74,1.63,0.652,69.5,8.6,3.0,36.0,6.74
6.8,1.64,0.942,70.2,7.9,3.0,37.0,6.8
6.755,1.63,0.788,68.2,7.5,3.0,36.5,6.755
6.71,1.62,0.634,66.2,7.1,3.0,36.0,6.71
7.13,1.66,0.747,65.8,7.0,3.0,38.0,7.13
6.65,1.64,0.881,68.4,6.8,3.0,36.0,6.65
6.81,1.6,0.89,68.8,8.6,3.0,35.0,6.81
6.78,1.43,0.725,68.4,7.7,3.0,35.0,6.78
6.98,1.6,0.659,67.9,6.8,2.9,30.0,6.98
6.855,4.095,0.788,67.55000000000001,6.699999999999999,2.95,33.5,6.855
6.73,6.59,0.917,67.2,6.6,3.0,37.0,6.73
6.97,1.56,0.686,68.4,6.8,3.2,36.0,6.97
6.94,1.43,0.731,67.8,6.9,3.2,35.0,6.94
7.11,1.46,0.62,65.2,6.4,3.2,40.0,7.11
6.81,1.44,0.756,64.8,6.6,3.4,42.0,6.81
7.01,1.53,1.241,66.2,6.2,3.1,42.0,7.01
6.975,1.56,0.9785,65.7,6.300000000000001,3.1500000000000004,40.5,6.975
6.94,1.59,0.716,65.2,6.4,3.2,39.0,6.94
7.25,1.49,0.561,62.6,6.7,3.1,40.0,7.25
7.01,1.51,0.603,63.2,6.9,3.5,41.0,7.01
6.95,1.67,0.493,61.4,7.2,3.5,39.0,6.95
6.83,1.55,0.517,66.7,6.7,3.0,37.0,6.83
6.63,1.54,0.719,66.2,6.9,3.1,36.0,6.63
6.705,1.545,0.586,66.9,6.800000000000001,3.05,34.0,6.705
6.78,1.55,0.453,67.6,6.7,3.0,32.0,6.78
6.71,1.54,0.508,67.6,6.7,3.0,35.0,6.71
6.82,1.59,0.518,68.2,8.4,3.1,36.0,6.82
6.52,1.43,0.892,68.7,7.8,3.0,35.0,6.52
6.67,1.39,0.507,67.8,6.9,3.1,36.0,6.67
6.85,1.29,0.512,63.2,6.9,3.2,33.0,6.85
6.765,1.4,0.6985,67.05000000000001,7.9,3.1,33.0,6.765
6.68,1.51,0.885,70.9,8.9,3.0,33.0,6.68
6.98,1.46,0.65,72.4,8.6,3.0,33.0,6.98
6.98,1.59,0.597,69.6,7.9,3.1,33.0,6.98
6.98,1.57,0.557,55.6,7.2,4.0,31.0,6.98
6.83,1.58,0.536,66.6,6.9,3.0,33.0,6.83
6.71,1.36,0.584,68.2,7.1,2.9,44.0,6.71
6.84,1.4,0.5465,67.80000000000001,6.949999999999999,2.95,43.0,6.84
6.97,1.46,0.509,67.4,6.8,3.0,42.0,6.97
6.98,1.36,0.557,68.4,7.4,3.1,36.0,6.98
6.89,1.38,0.511,69.4,7.1,3.0,27.0,6.89
6.37,1.36,0.731,78.4,6.9,2.5,43.0,6.37
6.9,1.4,0.748,77.1,9.5,2.7,44.0,6.9
6.82,1.44,0.731,72.5,9.2,2.8,44.0,6.82
6.965,1.5150000000000001,0.7135,70.85,8.399999999999999,2.7,43.0,6.965
7.11,1.59,0.696,69.2,7.6,2.6,42.0,7.11
6.81,1.52,0.723,72.2,6.2,2.7,44.0,6.81
7.32,1.44,0.628,74.7,8.6,2.7,37.0,7.32
6.91,1.44,0.642,73.3,8.4,2.7,36.0,6.91
7.07,1.43,0.657,69.8,7.7,28.0,31.0,7.07
7.08,1.42,0.627,70.2,7.4,2.9,38.0,7.08
7.215,1.5150000000000001,0.7105,70.9,7.5,2.8,42.5,7.215
7.35,1.61,0.794,71.6,7.6,2.7,47.0,7.35
7.02,1.68,0.805,71.3,10.0,2.5,44.0,7.02
7.11,1.65,0.824,69.4,8.2,2.6,45.0,7.11
7.31,1.72,0.797,66.8,7.8,2.9,45.0,7.31
6.62,1.79,0.833,64.2,7.1,2.3,47.0,6.62
7.39,1.84,0.732,64.2,7.0,2.3,46.0,7.39
7.005,1.815,0.7825,64.2,7.05,2.3,46.5,7.005
7.1975,1.79,0.75725,64.2,7.025,2.3,46.25,7.1975
7.1,1.66,0.794,59.5,6.8,2.4,43.0,7.1
6.87,1.66,0.813,53.6,6.7,3.6,45.0,6.87
6.82,1.78,0.834,52.2,6.9,3.7,46.0,6.82
6.28,1.72,0.985,54.7,6.7,3.9,38.0,6.28
6.26,1.71,0.892,57.0,6.8,3.9,37.0,6.26
6.5600000000000005,1.7349999999999999,0.8400000000000001,56.8,6.85,4.1,35.5,6.5600000000000005
6.86,1.76,0.788,56.6,6.9,4.3,34.0,6.86
6.96,1.8,0.824,55.0,7.0,4.2,38.0,6.96
6.93,1.72,0.786,56.1,7.2,4.3,36.0,6.93
6.87,1.78,0.799,55.3,6.9,4.2,41.0,6.87
7.07,1.63,0.678,55.2,6.8,4.1,36.0,7.07
6.68,1.51,0.663,51.4,7.1,5.2,38.0,6.68
7.154999999999999,1.5350000000000001,0.5840000000000001,53.95,7.0,6.15,37.0,7.154999999999999
7.63,1.56,0.505,56.5,6.9,7.1,36.0,7.63
7.55,1.67,0.593,55.6,7.3,7.9,35.0,7.55
7.7,1.68,0.342,53.6,7.1,8.0,31.0,7.7
8.47,1.67,0.571,56.3,7.8,9.8,34.0,8.47
7.8,1.86,0.332,51.8,7.9,9.6,36.0,7.8
7.12,2.07,0.476,44.0,7.2,9.6,38.0,7.12
7.65,2.025,0.3715,47.2,7.35,9.6,36.5,7.65
8.18,1.98,0.267,50.4,7.5,9.6,35.0,8.18
7.97,2.0,0.341,53.4,8.0,9.6,37.0,7.97
7.1,1.72,0.306,53.8,6.8,10.1,37.0,7.1
7.16,2.03,0.239,50.2,7.4,10.5,30.0,7.16
7.48,1.75,0.259,52.8,6.7,11.4,36.0,7.48
7.09,1.59,0.293,53.0,6.5,11.6,35.0,7.09
7.055,1.57,0.3225,50.8,6.6,11.8,36.0,7.055
7.02,1.55,0.352,48.6,6.7,12.0,37.0,7.02
7.54,1.57,0.243,51.2,7.0,12.2,38.0,7.54
7.34,1.52,0.209,51.6,6.9,12.4,37.0,7.34
7.79,1.4,0.197,51.8,7.1,12.6,38.0,7.79
7.94,1.49,0.397,52.2,6.9,12.5,34.0,7.94
7.65,1.57,0.267,54.1,6.9,12.7,32.0,7.65
7.795,1.53,0.332,53.150000000000006,6.9,12.6,33.0,7.795
7.7225,1.55,0.2995,53.625,6.9,12.649999999999999,32.5,7.7225
7.63,1.61,0.198,50.2,7.0,12.6,34.0,7.63
7.59,1.54,1.89,52.6,6.8,12.7,33.0,7.59
7.9,1.6,0.291,51.4,6.8,12.8,33.0,7.9
7.58,1.62,0.391,52.4,7.3,13.3,37.0,7.58
6.83,1.62,0.227,51.6,6.8,13.8,39.0,6.83
7.12,1.59,0.21250000000000002,52.0,6.75,13.850000000000001,39.0,7.12
7.41,1.56,0.198,52.4,6.7,13.9,39.0,7.41
7.71,1.52,0.211,51.4,6.9,13.9,32.0,7.71
7.55,1.6,0.183,52.5,6.9,13.15,30.0,7.55
7.02,1.39,0.212,53.6,6.9,12.4,28.0,7.02
7.2,1.37,0.233,54.0,7.0,13.3,27.0,7.2
7.6,1.4,0.212,52.6,6.4,13.2,27.0,7.6
7.515,1.475,0.2345,51.8,6.550000000000001,13.95,28.0,7.515
7.43,1.55,0.257,51.0,6.7,14.7,29.0,7.43
7.39,1.63,0.444,53.6,7.1,14.5,31.0,7.39
7.5,1.62,0.359,54.0,7.2,14.6,36.0,7.5
7.34,1.78,0.193,52.8,7.3,14.4,27.0,7.34
7.45,1.81,0.257,53.4,6.9,14.5,26.0,7.45
7.39,1.81,0.247,51.8,6.9,14.4,30.0,7.39
7.71,1.7,0.255,50.0,7.5,14.4,26.0,7.71
7.46,1.5899999999999999,0.27649999999999997,51.5,7.6,14.45,26.0,7.46
7.21,1.48,0.298,53.0,7.7,14.5,26.0,7.21
7.335,1.535,0.28725,52.25,7.65,14.475,26.0,7.335
7.2725,1.5074999999999998,0.292625,52.625,7.675000000000001,14.4875,26.0,7.2725
7.29,1.47,0.178,47.2,6.7,15.6,28.0,7.29
7.67,1.24,0.115,50.6,6.8,15.9,26.0,7.67
7.48,1.355,0.1465,48.900000000000006,6.75,15.75,27.0,7.48
7.575,1.2974999999999999,0.13075,49.75,6.775,15.825,26.5,7.575
7.5275,1.32625,0.138625,49.325,6.7625,15.7875,26.75,7.5275
6.7,1.4,0.153,43.4,6.5,15.4,27.0,6.7
8.11,1.42,0.151,46.4,6.8,15.6,26.0,8.11
7.38,1.34,0.17,50.6,6.6,16.1,25.0,7.38
7.47,1.6,0.156,49.6,6.8,16.2,26.0,7.47
7.13,1.32,0.164,57.2,6.7,16.3,28.0,7.13
7.46,1.3,0.1935,58.400000000000006,7.050000000000001,21.05,27.0,7.46
7.79,1.28,0.223,59.6,7.4,25.8,26.0,7.79
7.95,1.29,0.21,48.0,6.8,16.8,24.0,7.95
7.22,1.35,0.186,48.6,7.1,17.5,25.0,7.22
7.17,2.06,0.217,73.4,7.4,18.0,26.0,7.17
6.69,2.04,0.158,47.8,6.7,17.1,27.0,6.69
6.8100000000000005,2.1550000000000002,0.16699999999999998,49.3,6.45,16.3,25.0,6.8100000000000005
6.93,2.27,0.176,50.8,6.2,15.5,23.0,6.93
7.46,2.18,0.542,52.8,6.8,15.1,27.0,7.46
7.25,2.01,0.146,54.1,6.5,15.1,26.0,7.25
6.44,1.96,0.098,53.2,6.0,15.2,30.0,6.44
7.1,1.83,0.341,53.8,6.4,13.7,27.0,7.1
6.8,1.8,0.438,42.0,6.5,13.0,41.0,6.8
6.975,1.78,0.35750000000000004,45.1,6.6,13.1,39.0,6.975
7.15,1.8,0.277,48.2,6.7,13.2,37.0,7.15
7.07,1.77,0.201,52.6,7.4,13.3,38.0,7.07
6.92,1.75,0.191,52.4,7.1,14.8,39.0,6.92
5.82,1.45,0.622,42.8,5.8,16.2,38.0,5.82
7.28,1.84,0.198,56.0,7.5,15.4,33.0,7.28
7.48,1.97,0.179,54.1,7.3,15.4,34.0,7.48
7.460000000000001,1.93,0.181,55.650000000000006,7.0,15.45,32.5,7.460000000000001
7.44,1.71,0.183,57.2,6.7,15.5,31.0,7.44
7.76,1.74,0.154,54.8,6.4,15.5,33.0,7.76
7.7,1.83,0.147,53.8,7.6,17.6,29.0,7.7
7.86,1.9,0.152,55.1,7.4,18.0,30.0,7.86
6.45,1.89,0.179,56.2,6.4,18.1,31.0,6.45
7.67,1.98,0.337,55.4,6.7,18.1,25.0,7.67
7.5649999999999995,1.9949999999999999,0.2475,55.349999999999994,6.95,18.05,26.5,7.5649999999999995
7.46,2.01,0.158,55.3,7.2,18.0,28.0,7.46
7.19,1.85,0.444,55.7,7.1,16.9,26.0,7.19
8.01,1.86,0.176,56.2,6.9,16.9,22.0,8.01
7.6,1.77,0.157,54.8,7.4,17.0,31.0,7.6
7.8,1.74,0.308,56.4,6.9,16.9,31.0,7.8
7.79,1.84,0.292,52.4,6.7,17.0,28.0,7.79
7.885,1.84,0.245,54.9,7.050000000000001,17.8,30.5,7.885
7.98,1.79,0.198,57.4,7.4,18.6,33.0,7.98
7.64,1.86,0.197,58.2,6.9,18.8,32.0,7.64
7.26,2.0,0.337,58.6,7.3,19.7,34.0,7.26
7.43,1.96,0.203,53.4,7.6,19.2,32.0,7.43
7.74,2.12,0.204,55.3,7.0,19.1,29.0,7.74
6.97,1.71,0.154,51.1,6.8,19.6,28.0,6.97
6.98,1.83,0.1555,51.35,6.75,20.0,28.5,6.98
6.99,1.95,0.157,51.6,6.7,20.4,29.0,6.99
8.26,1.94,0.196,51.2,7.6,20.8,28.0,8.26
6.91,1.92,0.245,56.2,7.4,20.4,27.0,6.91
7.12,1.88,0.199,54.4,8.1,20.4,26.0,7.12
7.15,1.96,0.167,56.0,7.4,20.5,29.0,7.15
6.65,1.96,0.146,53.4,7.7,20.3,30.0,6.65
6.815,1.97,0.16549999999999998,55.099999999999994,7.45,19.55,30.5,6.815
6.98,1.98,0.185,56.8,7.2,18.8,31.0,6.98
7.27,2.19,0.14,55.5,8.0,18.6,27.0,7.27
7.24,2.17,0.154,56.2,6.9,18.4,22.0,7.24
7.01,2.13,0.147,53.8,7.5,18.4,21.0,7.01
6.85,2.1,0.147,55.4,7.3,17.1,24.0,6.85
7.0,2.07,0.135,53.2,7.0,16.2,27.0,7.0
7.1,2.03,0.15250000000000002,53.6,6.9,16.15,27.5,7.1
7.2,1.74,0.17,54.0,6.8,16.1,28.0,7.2
7.03,1.69,0.197,57.4,6.4,15.7,33.0,7.03
7.91,1.71,0.213,54.6,6.9,15.3,31.0,7.91
6.96,1.73,0.139,49.4,6.8,15.1,26.0,6.96
6.99,1.92,0.145,53.8,6.8,15.7,18.0,6.99
6.48,1.86,0.23,53.7,6.7,15.4,26.0,6.48
6.85,1.895,0.1885,53.650000000000006,6.75,15.75,26.5,6.85
7.22,1.93,0.147,53.6,6.8,16.1,27.0,7.22
7.14,1.87,0.19,55.4,6.5,15.7,26.0,7.14
7.12,1.73,0.144,53.2,6.8,15.7,21.0,7.12
6.96,1.79,0.148,52.9,6.7,15.6,24.0,6.96
6.92,1.82,0.5,55.0,6.7,14.6,24.0,6.92
7.4,1.86,0.137,56.2,6.5,14.5,20.0,7.4
7.175000000000001,1.9100000000000001,0.15400000000000003,55.5,6.8,15.05,25.5,7.175000000000001
6.95,1.96,0.171,54.8,7.1,15.6,31.0,6.95
7.26,1.98,0.204,54.2,6.6,15.8,27.0,7.26
7.21,2.0,0.137,56.6,6.4,15.2,20.0,7.21
7.395,1.99,0.14500000000000002,55.1,6.45,15.2,21.5,7.395
7.58,1.98,0.153,53.6,6.5,15.2,23.0,7.58
7.62,1.89,0.267,54.2,6.7,14.3,23.0,7.62
6.59,1.84,0.1854999999999999,54.6,6.9,14.2,21.5,6.59
5.56,1.8,0.104,55.0,7.1,14.1,20.0,5.56
7.68,1.83,0.144,56.4,6.4,13.9,24.0,7.68
7.27,1.96,0.224,54.4,6.9,14.7,22.0,7.27
6.85,2.06,0.143,51.2,6.7,14.7,24.0,6.85
7.0,2.13,0.16,54.1,5.0,14.6,27.0,7.0
7.26,2.12,0.177,54.2,5.7,14.6,26.0,7.26
7.085,2.115,0.182,51.7,5.9,13.5,25.0,7.085
6.91,2.11,0.187,49.2,6.1,12.4,24.0,6.91
7.3,2.11,0.116,53.2,5.75,12.9,27.0,7.3
6.81,2.01,0.206,50.7,5.4,12.9,18.0,6.81
6.57,1.91,0.263,51.2,4.8,12.6,21.0,6.57
6.8,1.78,0.371,49.5,6.5,12.1,17.0,6.8
6.67,1.76,0.497,52.6,7.2,12.0,21.0,6.67
6.725,1.825,0.5449999999999999,51.95,5.65,11.05,22.0,6.725
6.78,1.89,0.593,51.3,4.1,10.1,23.0,6.78
6.55,1.97,0.625,52.7,4.4,10.2,25.0,6.55
6.82,1.99,0.476,54.8,6.0,10.1,27.0,6.82
6.78,2.01,0.617,56.0,5.6,10.1,30.0,6.78
7.12,1.9,0.624,54.6,5.9,11.3,33.0,7.12
7.0,1.74,0.351,50.8,6.0,11.0,36.0,7.0
7.16,1.74,0.33899999999999997,50.2,5.85,10.95,34.5,7.16
7.32,1.66,0.327,49.6,5.7,10.9,33.0,7.32
6.53,1.61,0.637,52.2,5.7,10.8,30.0,6.53
6.12,1.7,0.486,45.0,5.4,9.2,32.0,6.12
6.12,1.72,0.492,46.2,5.8,8.5,32.0,6.12
6.45,1.79,0.559,50.1,4.4,8.5,20.0,6.45
6.61,1.73,0.407,50.2,4.8,8.4,23.0,6.61
6.68,1.7850000000000001,0.46799999999999997,50.400000000000006,5.199999999999999,8.2,23.5,6.68
6.75,1.84,0.529,50.6,5.6,8.0,24.0,6.75
7.12,1.88,0.607,50.8,6.3,8.0,19.0,7.12
6.925000000000001,1.7799999999999998,0.6679999999999999,50.599999999999994,6.5,7.3,20.0,6.925000000000001
6.73,1.68,0.729,50.4,6.7,6.6,21.0,6.73
7.1,1.68,0.667,52.2,6.5,6.5,25.0,7.1
